	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf ,  NAN 
ad408126, 553c767b, c30db7f0, c30db7f0, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
9916e58a, 8df9beab, 00000000, 00000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
1284cde0, 11d1ff32, 00000000, 00000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
aab247be, d11eb653, 3c5d0e80, 3c5d0e80, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
765386d6, 375301c8, 6e2e599b, 6e2e599b, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
7fadcf17, 5952f0d4, 7fc00000, 7fc00000, 	 2, 		0, 			0, 			1, 		1, 		0, 		1	
a27ffec5, 79e42309, dce421f1, dce421f1, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
a99d3ad7, d3ef1e85, 3e12dcad, 3e12dcad, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
3a175cfb, 34504ea2, 2ef65414, 2ef65414, 	 2, 		0, 			0, 			1, 		0, 		0, 		0	
446a3f80, 51584a41, 5645e985, 5645e985, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
0acadd17, 84b0d5a0, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
4b7ae155, c7701eae, d36b5151, d36b5151, 	 2, 		1, 			0, 			1, 		0, 		0, 		0	
95e9316b, a4a823ff, 00000000, 00000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
242b471f, 5e10c036, 42c1b135, 42c1b135, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
b3b1392c, f366e21a, 679fd5e4, 679fd5e4, 	 2, 		0, 			0, 			1, 		0, 		0, 		0	
b5d7e036, f9ceda7b, 702e6ea8, 702e6ea8, 	 2, 		0, 			0, 			1, 		0, 		0, 		0	
0d6f2c1a, 2c8ad4a3, 00000000, 00000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
20d16888, 305dc999, 11b56c25, 11b56c25, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
096ceded, b3fc01cc, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
65d1cbd5, 7982ddc9, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0, 		0	
9c4e5c8d, 0cfc3a87, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
b0ea10b7, 6ae61793, dc526093, dc526093, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
6c6a1746, 766ed48c, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0, 		0	
4acf9d46, 11ead487, 1d3e721d, 1d3e721d, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
4b48983a, a730c3ef, b30a8230, b30a8230, 	 2, 		0, 			0, 			1, 		0, 		0, 		0	
4e7a431f, 9e6fdf83, ad6a7f2b, ad6a7f2b, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
7f800000, 1f86e247, 7f800000, 7f800000, 	 2, 		0, 			0, 			0, 		0, 		0, 		0	
fac96f13, 63974136, ff800000, ff800000, 	 2, 		0, 			0, 			1, 		1, 		0, 		0	
