	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf 
15b5e3b5, 97c6f3ee, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
9985c4b3, d1f627cd, 2c009fd1, 2c009fd1, 	 3, 		0, 			0, 			1, 		0, 		0 
35065513, 6ac36cf2, 604d17f1, 604d17f1, 	 3, 		1, 			1, 			1, 		0, 		0 
80000000, f895bbe9, 00000000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0 
32898c86, f34573be, e6542ea6, e6542ea6, 	 3, 		1, 			1, 			1, 		0, 		0 
dfa3478b, f15c63f3, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
4870a6f6, b71d105b, c013a5c4, c013a5c4, 	 3, 		1, 			1, 			1, 		0, 		0 
71e6eb1c, 0bb92d64, 3e2708d9, 3e2708d9, 	 3, 		1, 			1, 			1, 		0, 		0 
40d8ddc0, fd4fd978, feb01387, feb01387, 	 3, 		1, 			1, 			1, 		0, 		0 
80000000, 7f908bd7, 7fc00000, 80000000, 	 3, 		0, 			0, 			0, 		0, 		0 
cb1f3dc7, 00000000, 80000000, 80000000, 	 3, 		0, 			0, 			0, 		0, 		0 
bd42046d, 9866b147, 162ed655, 162ed655, 	 3, 		1, 			1, 			1, 		0, 		0 
137b38c2, 176f4b5f, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
6165e1fa, ff1ac871, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0 
7b08a00e, 90122e7c, cb9c082d, cb9c082d, 	 3, 		1, 			1, 			1, 		0, 		0 
e635355d, 66795974, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0 
cc0f532e, e700f3e8, 7390644a, 7390644a, 	 3, 		1, 			1, 			1, 		0, 		0 
9988aeab, 1f192f3b, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
a7848cd6, b1cc4fc6, 19d39312, 19d39312, 	 3, 		0, 			0, 			1, 		0, 		0 
23096adb, 850ed00a, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
1e1b33ab, e232f5d3, c0d8fdea, c0d8fdea, 	 3, 		1, 			0, 			1, 		0, 		0 
ff800000, 7fde7e4c, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			0, 		1, 		0 
8b6ffb19, ec96846a, 388d1942, 388d1942, 	 3, 		0, 			1, 			1, 		0, 		0 
7798fdce, 1bf3a079, 541198d2, 541198d2, 	 3, 		0, 			1, 			1, 		0, 		0 
6731239a, cc74efe0, f4297bea, f4297bea, 	 3, 		0, 			0, 			1, 		0, 		0 
6e45167f, bbffe390, eac5009a, eac5009a, 	 3, 		0, 			1, 			1, 		0, 		0 
47359b9c, 7f800000, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
817fc033, cf1b9c2a, 111b7562, 111b7562, 	 3, 		1, 			1, 			1, 		0, 		0 
41bd0f52, 7bac5fac, 7dfe99e6, 7dfe99e6, 	 3, 		1, 			0, 			1, 		0, 		0 
5d8f3644, fdddd851, ff800000, ff800000, 	 3, 		0, 			0, 			1, 		1, 		0 
09ac2927, 75310136, 3f6e1289, 3f6e1289, 	 3, 		1, 			1, 			1, 		0, 		0 
d88c0342, 42a48e3e, dbb3ffc3, dbb3ffc3, 	 3, 		1, 			1, 			1, 		0, 		0 
07d371e5, a56c9fa9, 80000000, 80000000, 	 3, 		0, 			0, 			1, 		0, 		1 
eb8fdb6c, deaeb949, 7f800000, 7f800000, 	 3, 		0, 			0, 			1, 		1, 		0 
7f800000, 7fe3e208, 7fc00000, 7fc00000, 	 3, 		0, 			0, 			0, 		1, 		0 
cedf654e, d657d118, 65bc548c, 65bc548c, 	 3, 		0, 			1, 			1, 		0, 		0 
a296f659, d85c4b63, 3b81e82a, 3b81e82a, 	 3, 		0, 			0, 			1, 		0, 		0 
9f9f8995, b2e1d72e, 130cbe06, 130cbe06, 	 3, 		0, 			1, 			1, 		0, 		0 
6ea3d7c4, 18cff068, 48051555, 48051555, 	 3, 		0, 			1, 			1, 		0, 		0 
ff800000, 80695639, 7fc00000, 00000000, 	 3, 		0, 			0, 			0, 		0, 		0 
074cac89, 0fe99ac7, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
8a048785, d8ec8f6b, 2374ee5c, 2374ee5c, 	 3, 		0, 			1, 			1, 		0, 		0 
11d33aad, 1519d43c, 00000000, 00000000, 	 3, 		0, 			0, 			1, 		0, 		1 
83948176, 5a616f4b, 9e82c658, 9e82c658, 	 3, 		0, 			1, 			1, 		0, 		0 
4fea1168, 9c861f5e, acf54394, acf54394, 	 3, 		1, 			1, 			1, 		0, 		0 
